"Keyword"	"SERP features"	"Volume"	"KD"	"CPC"	"Previous organic traffic"	"Current organic traffic"	"Organic traffic change"	"Current paid traffic"	"Previous position"	"Current position"	"Position change"	"Previous URL inside"	"Previous URL"	"Current URL inside"	"Current URL"	"Previous date"	"Current date"
"canola oil good or bad"	"Sitelinks, Video preview, Top stories, Thumbnail"	"500"	"72"	"0.06"	"23"	"29"	"6"	"0"	"7"	"6"	"1"	""	"https://perfectketo.com/canola-oil/"	""	"https://perfectketo.com/canola-oil/"	"2023-02-22 23:33:17"	"2023-04-15 14:28:07"
"is eggplant keto friendly"	"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks, Video preview"	"500"	"7"	""	"29"	"29"	"0"	"0"	"5"	"5"	""	""	"https://perfectketo.com/eggplant-keto/"	""	"https://perfectketo.com/eggplant-keto/"	"2023-02-23 17:44:18"	"2023-04-20 09:58:30"
"cornstarch substitute keto"	"People also ask, Sitelinks, Top stories, Thumbnail, Image pack"	"100"	"10"	""	"29"	"29"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/low-carb-cornstarch-substitute/"	""	"https://perfectketo.com/low-carb-cornstarch-substitute/"	"2023-02-06 05:08:30"	"2023-04-27 04:34:48"
"keto stevia"	"Sitelinks, Videos, Shopping results, Thumbnail, Video preview, Top stories, Image pack"	"100"	"47"	"0.40"	"6"	"29"	"23"	"0"	"5"	"1"	"4"	""	"https://perfectketo.com/is-stevia-keto/"	""	"https://perfectketo.com/is-stevia-keto/"	"2023-02-24 18:06:32"	"2023-04-18 00:52:17"
"1200 calorie keto meal plan"	"People also ask, Sitelinks"	"350"	"26"	""	"23"	"29"	"6"	"0"	"6"	"5"	"1"	""	"https://perfectketo.com/1200-calorie-meal-plan/"	""	"https://perfectketo.com/1200-calorie-meal-plan/"	"2023-02-25 07:17:03"	"2023-04-23 02:34:52"
"gki chart"	"Image pack, People also ask, Sitelinks"	"300"	"8"	""	"40"	"29"	"-11"	"0"	"1"	"4"	"-3"	"Image pack"	"https://perfectketo.com/track-your-glucose-ketone-index/"	""	"https://perfectketo.com/glucose-ketone-index/"	"2023-02-27 01:51:48"	"2023-04-23 21:50:09"
"no sugar diet food list"	"People also ask, Sitelinks, Top stories, Thumbnail"	"1500"	"16"	""	"19"	"29"	"10"	"0"	"13"	"11"	"2"	""	"https://perfectketo.com/7-day-no-sugar-challenge/"	""	"https://perfectketo.com/7-day-no-sugar-challenge/"	"2023-02-23 09:05:26"	"2023-04-28 20:46:05"
"how much weight can you lose on keto"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"900"	"38"	"5.67"	"71"	"29"	"-42"	"0"	"4"	"8"	"-4"	""	"https://perfectketo.com/fast-will-lose-weight-keto-expect-dieting-keto/"	""	"https://perfectketo.com/fast-will-lose-weight-keto-expect-dieting-keto/"	"2023-03-01 10:07:07"	"2023-04-27 10:48:16"
"keto boba"	"Top stories, Thumbnail, People also ask, Sitelinks"	"400"	"3"	""	"18"	"29"	"10"	"0"	"7"	"5"	"2"	""	"https://perfectketo.com/keto-boba/"	""	"https://perfectketo.com/keto-boba/"	"2023-02-26 01:33:35"	"2023-04-22 20:13:19"
"lettuce burger near me"	"Local teaser, People also ask, Sitelinks"	"300"	"57"	""	"45"	"29"	"-16"	"0"	"3"	"5"	"-2"	""	"https://perfectketo.com/keto-fast-food/"	""	"https://perfectketo.com/keto-fast-food/"	"2023-02-12 06:50:27"	"2023-04-07 00:31:27"
"is honey keto"	"Featured snippet, Thumbnail, People also ask, Knowledge panel, Top stories, Image pack"	"3200"	"8"	"0.00"	"23"	"29"	"6"	"0"	"11"	"10"	"1"	""	"https://perfectketo.com/carbs-in-honey/"	""	"https://perfectketo.com/carbs-in-honey/"	"2023-03-01 02:48:08"	"2023-04-26 18:32:31"
"coconut sugar keto"	"People also ask, Top stories, Thumbnail, Sitelinks"	"250"	"5"	""	"29"	"29"	"0"	"0"	"3"	"3"	""	""	"https://perfectketo.com/low-carb-sugar-substitutes/"	""	"https://perfectketo.com/low-carb-sugar-substitutes/"	"2023-02-06 12:40:23"	"2023-04-26 04:03:32"
"is cauliflower rice ok for keto?"	"Top stories, Thumbnail, Videos, Video preview, Sitelinks"	"80"	"19"	""	""	"29"	""	"0"	""	"1"	"New"	""	""	""	"https://perfectketo.com/is-cauliflower-rice-keto/"	""	"2023-04-08 10:56:12"
"best keto electrolyte drink"	"People also ask, Top stories, Thumbnail, Shopping results, Sitelinks"	"80"	"4"	""	"29"	"29"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/best-keto-electrolytes/"	""	"https://perfectketo.com/best-keto-electrolytes/"	"2023-02-13 01:16:05"	"2023-04-09 05:24:24"
"fasting mimicking diet"	"People also ask, Sitelinks, Video preview"	"5000"	"33"	"1.59"	"3"	"29"	"26"	"0"	"10"	"7"	"3"	""	"https://perfectketo.com/fasting-mimicking-diet/"	""	"https://perfectketo.com/fasting-mimicking-diet/"	"2023-03-01 22:25:25"	"2023-05-02 00:31:57"
"is aspartame keto"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Video preview"	"300"	"19"	""	"29"	"29"	"0"	"0"	"3"	"3"	""	""	"https://perfectketo.com/diet-soda-keto/"	""	"https://perfectketo.com/diet-soda-keto/"	"2023-02-07 04:30:07"	"2023-04-26 17:56:34"
"ketones drink for weight loss"	"People also ask, Sitelinks, Top stories, Thumbnail, Video preview, Image pack"	"300"	"25"	""	"29"	"29"	"0"	"0"	"4"	"4"	""	""	"https://perfectketo.com/ketone-drinks/"	""	"https://perfectketo.com/ketone-drinks/"	"2023-02-27 05:21:12"	"2023-04-25 23:13:34"
"keto before and after 3 months"	"Image pack, People also ask, Sitelinks, Video preview"	"300"	"3"	""	"25"	"28"	"4"	"0"	"1"	"1"	""	"Image pack"	"https://perfectketo.com/i-lost-30-pounds-in-three-months-janice-keto-success-story/"	"Image pack"	"https://perfectketo.com/i-lost-30-pounds-in-three-months-janice-keto-success-story/"	"2023-02-28 10:02:46"	"2023-04-23 01:43:58"
"pescatarian keto meal plan"	"Sitelinks, People also ask"	"60"	"12"	"1.79"	"28"	"28"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/pescatarian-keto-diet/"	""	"https://perfectketo.com/pescatarian-keto-diet/"	"2023-02-13 07:06:17"	"2023-04-08 23:46:52"
"is cottonseed oil bad for you"	"Featured snippet, Thumbnail, People also ask"	"600"	"10"	"0.01"	"35"	"28"	"-7"	"0"	"3"	"4"	"-1"	""	"https://perfectketo.com/cottonseed-oil/"	""	"https://perfectketo.com/cottonseed-oil/"	"2023-02-28 09:14:45"	"2023-04-30 18:40:07"
"keto kombucha"	"People also ask, Shopping results, Thumbnail, Sitelinks, Image pack, Top stories"	"200"	"1"	""	"23"	"28"	"6"	"0"	"4"	"3"	"1"	""	"https://perfectketo.com/is-kombucha-keto-friendly/"	""	"https://perfectketo.com/is-kombucha-keto-friendly/"	"2023-02-05 19:22:21"	"2023-04-26 07:18:50"
"canola oil inflammation"	"Sitelinks"	"400"	"60"	"0.00"	"23"	"28"	"6"	"0"	"6"	"5"	"1"	""	"https://perfectketo.com/canola-oil/"	""	"https://perfectketo.com/canola-oil/"	"2023-02-18 13:45:31"	"2023-04-12 13:25:11"
"keto juice cleanse"	"People also ask, Top stories, Thumbnail, Shopping results, Video preview"	"300"	"6"	""	"18"	"28"	"10"	"0"	"6"	"4"	"2"	""	"https://perfectketo.com/juice-fasting/"	""	"https://perfectketo.com/juice-fasting/"	"2023-02-28 02:32:50"	"2023-04-26 02:08:11"
"best low carb cereal"	"People also ask, Shopping results, Thumbnail, Top stories, Video preview"	"450"	"35"	"0.54"	"28"	"28"	"0"	"0"	"5"	"5"	""	""	"https://perfectketo.com/best-low-carb-cereal/"	""	"https://perfectketo.com/best-low-carb-cereal/"	"2023-02-27 09:26:15"	"2023-04-23 22:13:12"
"cyclical ketogenic diet"	"People also ask, Sitelinks"	"600"	"19"	"1.04"	"28"	"28"	"0"	"0"	"6"	"6"	""	""	"https://perfectketo.com/cyclical-ketogenic-diet/"	""	"https://perfectketo.com/cyclical-ketogenic-diet/"	"2023-02-25 03:04:06"	"2023-04-22 04:10:44"
"carb calculator keto"	"People also ask, Sitelinks, Image pack"	"300"	"57"	""	"22"	"28"	"6"	"0"	"5"	"4"	"1"	""	"https://perfectketo.com/keto-macro-calculator/"	""	"https://perfectketo.com/keto-macro-calculator/"	"2023-02-11 02:00:25"	"2023-05-01 07:40:04"
"mediterranean keto"	"People also ask, Sitelinks, Top stories, Thumbnail, Video preview"	"300"	"18"	""	"14"	"28"	"13"	"0"	"7"	"4"	"3"	""	"https://perfectketo.com/mediterranean-keto-diet/"	""	"https://perfectketo.com/mediterranean-keto-diet/"	"2023-03-01 13:44:31"	"2023-04-25 19:54:25"
"can you have crystal light on keto"	"Sitelinks, Video preview"	"80"	"9"	""	"28"	"28"	"0"	"0"	"1"	"1"	""	"Featured snippet"	"https://perfectketo.com/crystal-light-keto-friendly/"	""	"https://perfectketo.com/crystal-light-keto-friendly/"	"2023-02-21 08:06:32"	"2023-04-14 08:44:19"
"are rx bars keto"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Image pack, Video preview"	"80"	"11"	""	"28"	"28"	"0"	"0"	"1"	"1"	""	"Featured snippet"	"https://perfectketo.com/are-rx-bars-keto-friendly/"	"Featured snippet"	"https://perfectketo.com/are-rx-bars-keto-friendly/"	"2023-02-14 05:47:44"	"2023-04-09 14:48:51"
"low carb canned vegetables"	"People also ask, Sitelinks, Top stories, Thumbnail"	"80"	"3"	""	"28"	"28"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/best-canned-food-for-prepping/"	""	"https://perfectketo.com/best-canned-food-for-prepping/"	"2023-02-12 03:45:09"	"2023-04-07 08:52:03"
"how to calculate macros for keto"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Video preview"	"300"	"39"	"0.71"	"22"	"27"	"5"	"0"	"5"	"4"	"1"	""	"https://perfectketo.com/keto-macro-calculator/"	""	"https://perfectketo.com/keto-macro-calculator/"	"2023-02-05 08:31:03"	"2023-04-24 13:15:40"
"best keto podcast"	"Sitelinks, Videos, Video preview"	"70"	"5"	""	"11"	"27"	"16"	"0"	"2"	"1"	"1"	""	"https://perfectketo.com/keto-podcasts/"	""	"https://perfectketo.com/keto-podcasts/"	"2023-02-17 07:22:03"	"2023-04-11 22:12:37"
"does flour have carbs"	"People also ask, Knowledge panel, Sitelinks, Top stories, Thumbnail"	"350"	"16"	""	"43"	"27"	"-15"	"0"	"3"	"5"	"-2"	""	"https://perfectketo.com/is-flour-low-carb/"	""	"https://perfectketo.com/is-flour-low-carb/"	"2023-02-19 10:34:34"	"2023-04-13 08:17:03"
"is rice high in carbs"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories"	"1100"	"54"	"5.75"	"22"	"27"	"5"	"0"	"7"	"6"	"1"	""	"https://perfectketo.com/is-rice-low-carb-friendly/"	""	"https://perfectketo.com/is-rice-low-carb-friendly/"	"2023-02-27 05:14:03"	"2023-05-01 10:53:20"
"costco keto foods 2022"	"Sitelinks, Videos, People also ask, Video preview, Top stories, Thumbnail"	"80"	"11"	""	""	"27"	""	"0"	""	"1"	"New"	""	""	""	"https://perfectketo.com/costco-keto/"	""	"2023-04-08 02:05:25"
"how to get back in ketosis"	"Video preview"	"250"	"18"	""	"22"	"27"	"5"	"0"	"4"	"3"	"1"	""	"https://perfectketo.com/cheating-on-keto/"	""	"https://perfectketo.com/cheating-on-keto/"	"2023-02-25 17:34:41"	"2023-04-18 17:55:36"
"keto workout plan"	"People also ask"	"250"	"3"	"0.26"	"30"	"27"	"-3"	"0"	"4"	"4"	""	""	"https://perfectketo.com/keto-exercise-plan/"	""	"https://perfectketo.com/keto-exercise-plan/"	"2023-02-26 16:05:23"	"2023-04-20 01:59:21"
"are egg noodles low carb"	"Top stories, Thumbnail, Sitelinks, Video preview, Image pack"	"350"	"25"	"0.26"	"39"	"27"	"-12"	"0"	"4"	"2"	"2"	""	"https://perfectketo.com/are-egg-noodles-low-carb/"	""	"https://perfectketo.com/are-egg-noodles-low-carb/"	"2023-02-26 09:58:34"	"2023-04-19 06:14:09"
"what is clean keto"	"Sitelinks, People also ask, Video preview"	"300"	"15"	""	"18"	"27"	"9"	"0"	"6"	"4"	"2"	""	"https://perfectketo.com/clean-keto-diet/"	""	"https://perfectketo.com/clean-keto-diet/"	"2023-02-06 16:41:48"	"2023-04-27 06:20:54"
"how long does frequent urination last on keto"	"Sitelinks"	"250"	"4"	""	"84"	"27"	"-57"	"0"	"1"	"3"	"-2"	"Featured snippet"	"https://perfectketo.com/ketosis-side-effects/"	""	"https://perfectketo.com/ketosis-side-effects/"	"2023-02-17 16:04:56"	"2023-04-11 17:03:47"
"diarrhea during fasting"	"People also ask"	"200"	"8"	""	"34"	"27"	"-7"	"0"	"2"	"3"	"-1"	""	"https://perfectketo.com/diarrhea-during-fasting/"	""	"https://perfectketo.com/diarrhea-during-fasting/"	"2023-02-05 18:48:12"	"2023-04-24 10:00:15"
"keto bean substitute"	"People also ask, Top stories, Thumbnail, Image pack, Sitelinks"	"300"	"20"	""	"18"	"27"	"9"	"0"	"5"	"3"	"2"	""	"https://perfectketo.com/low-carb-bean-substitutes/"	""	"https://perfectketo.com/low-carb-bean-substitutes/"	"2023-02-05 01:46:37"	"2023-04-25 23:29:05"
"tired on keto"	"People also ask, Video preview"	"250"	"9"	""	"27"	"27"	"0"	"0"	"3"	"3"	""	""	"https://perfectketo.com/why-am-i-feeling-tired-on-keto/"	""	"https://perfectketo.com/why-am-i-feeling-tired-on-keto/"	"2023-03-01 11:19:33"	"2023-04-23 11:49:10"
"ketosium xs cancel subscription"	"Sitelinks"	"300"	"19"	""	"22"	"27"	"5"	"0"	"5"	"4"	"1"	""	"https://help.perfectketo.com/article/h01fhigpov-how-do-i-cancel-a-subscription"	""	"https://help.perfectketo.com/article/h01fhigpov-how-do-i-cancel-a-subscription"	"2023-02-08 20:51:46"	"2023-04-29 11:17:32"
"keto fastfood"	"Sitelinks, Video preview, Top stories, Thumbnail"	"150"	"40"	""	"2"	"27"	"25"	"0"	"13"	"2"	"11"	""	"https://perfectketo.com/keto-fast-food/"	""	"https://perfectketo.com/keto-fast-food/"	"2023-02-26 06:23:19"	"2023-04-19 13:10:55"
"keto friendly fast food restaurants"	"Featured snippet, Thumbnail, People also ask, Video preview, Sitelinks"	"350"	"40"	""	"7"	"27"	"20"	"0"	"11"	"5"	"6"	""	"https://perfectketo.com/keto-fast-food/"	""	"https://perfectketo.com/keto-fast-food/"	"2023-02-27 15:17:41"	"2023-04-24 08:59:12"
"best keto products"	"Sitelinks, Shopping results, Thumbnail"	"250"	"24"	"1.21"	"14"	"27"	"13"	"0"	"7"	"4"	"3"	""	"https://perfectketo.com/best-keto-products-on-amazon/"	""	"https://perfectketo.com/best-keto-products-on-amazon/"	"2023-02-26 02:02:58"	"2023-04-24 08:35:20"
"low carb cracker alternative"	"People also ask, Top stories, Thumbnail, Shopping results, Image pack"	"70"	"20"	"0.73"	"27"	"27"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/low-carb-cracker-substitute/"	""	"https://perfectketo.com/low-carb-cracker-substitute/"	"2023-02-27 13:38:19"	"2023-04-22 09:23:36"
"quinoa keto"	"Featured snippet, People also ask, Sitelinks, Top stories, Thumbnail"	"1400"	"9"	"0.13"	"52"	"27"	"-26"	"0"	"7"	"10"	"-3"	""	"https://perfectketo.com/is-quinoa-low-carb/"	""	"https://perfectketo.com/is-quinoa-low-carb/"	"2023-02-28 23:48:32"	"2023-04-26 06:23:49"
"stomach pain keto"	"People also ask, Videos, Image pack, Sitelinks"	"50"	"20"	""	"27"	"27"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/why-ketones-cause-stomach-pain/"	""	"https://perfectketo.com/why-ketones-cause-stomach-pain/"	"2023-02-05 08:57:16"	"2023-04-23 22:33:42"
"how to get back into ketosis"	"Featured snippet, Thumbnail, People also ask, Video preview"	"300"	"18"	"0.29"	"27"	"27"	"0"	"0"	"4"	"4"	""	""	"https://perfectketo.com/cheating-on-keto/"	""	"https://perfectketo.com/cheating-on-keto/"	"2023-02-06 22:05:35"	"2023-04-26 14:10:39"
"strict keto meal plan"	"Sitelinks, People also ask, Video preview"	"400"	"63"	""	"4"	"27"	"23"	"0"	"15"	"6"	"9"	""	"https://perfectketo.com/keto-weight-loss-meal-plan/"	""	"https://perfectketo.com/keto-weight-loss-meal-plan/"	"2023-03-01 05:31:57"	"2023-04-27 05:21:34"
"lazy keto diet"	"Sitelinks, People also ask"	"1600"	"29"	""	"11"	"27"	"16"	"0"	"14"	"10"	"4"	""	"https://perfectketo.com/lazy-keto/"	""	"https://perfectketo.com/lazy-keto/"	"2023-03-01 17:32:57"	"2023-05-01 20:00:11"
"low carb cereal options"	"Sitelinks, Shopping results, Thumbnail, Top stories"	"250"	"34"	""	"21"	"27"	"5"	"0"	"4"	"3"	"1"	""	"https://perfectketo.com/best-low-carb-cereal/"	""	"https://perfectketo.com/best-low-carb-cereal/"	"2023-02-13 20:35:11"	"2023-04-09 11:55:49"
"do ketones make you poop"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Video preview"	"70"	"24"	""	"26"	"26"	"0"	"0"	"1"	"1"	""	"Featured snippet"	"https://perfectketo.com/keto-poop/"	"Featured snippet"	"https://perfectketo.com/keto-poop/"	"2023-02-06 23:47:53"	"2023-04-27 06:30:31"
"how much protein on keto"	"Featured snippet, Thumbnail, People also ask, Top stories"	"800"	"24"	"2.00"	"26"	"26"	"0"	"0"	"7"	"7"	""	""	"https://perfectketo.com/keto-protein/"	""	"https://perfectketo.com/keto-protein/"	"2023-02-26 07:23:03"	"2023-05-02 00:58:38"
"how often should i fast"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Video preview"	"350"	"54"	"0.00"	"102"	"26"	"-76"	"0"	"1"	"4"	"-3"	"Featured snippet"	"https://perfectketo.com/how-often-should-you-intermittent-fast/"	""	"https://perfectketo.com/how-often-should-you-intermittent-fast/"	"2023-02-25 18:07:46"	"2023-04-19 23:38:37"
"lettuce wrapped burger near me"	"Sitelinks, Video preview, Top stories, Thumbnail, Image pack"	"200"	"13"	""	"26"	"26"	"0"	"0"	"4"	"3"	"1"	""	"https://perfectketo.com/keto-fast-food/"	""	"https://perfectketo.com/keto-fast-food/"	"2023-02-19 11:57:13"	"2023-04-14 03:20:12"
"kombucha keto"	"Featured snippet, Thumbnail, People also ask, Shopping results, Sitelinks, Top stories"	"200"	"1"	""	"21"	"26"	"5"	"0"	"4"	"3"	"1"	""	"https://perfectketo.com/is-kombucha-keto-friendly/"	""	"https://perfectketo.com/is-kombucha-keto-friendly/"	"2023-03-01 18:12:11"	"2023-04-22 15:32:55"
"fast food keto"	"People also ask, Sitelinks, Video preview, Top stories, Thumbnail"	"1700"	"32"	""	"0"	"26"	"26"	"0"	"20"	"5"	"15"	""	"https://perfectketo.com/keto-fast-food/"	""	"https://perfectketo.com/keto-fast-food/"	"2023-02-27 03:22:54"	"2023-04-30 13:38:03"
"substitute for xanthan gum keto"	"People also ask, Sitelinks, Top stories, Thumbnail, Image pack"	"70"	"13"	""	"26"	"26"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/xanthan-gum-substitutes/"	""	"https://perfectketo.com/xanthan-gum-substitutes/"	"2023-02-19 08:06:10"	"2023-04-14 03:12:36"
"how to gain weight on keto"	"People also ask, Videos, Sitelinks, Video preview"	"200"	"11"	""	"26"	"26"	"0"	"0"	"3"	"3"	""	""	"https://perfectketo.com/how-to-gain-weight/"	""	"https://perfectketo.com/how-to-gain-weight/"	"2023-02-12 09:54:03"	"2023-04-08 11:55:31"
"are egg noodles keto"	"Featured snippet, Thumbnail, People also ask, Top stories, Video preview, Sitelinks"	"800"	"15"	""	"26"	"26"	"0"	"0"	"4"	"4"	""	""	"https://perfectketo.com/are-egg-noodles-low-carb/"	""	"https://perfectketo.com/are-egg-noodles-low-carb/"	"2023-02-26 16:14:39"	"2023-04-30 09:35:46"
"how do i protect my kidneys on a keto diet"	"Sitelinks, Image pack"	"450"	"28"	""	"9"	"26"	"18"	"0"	"11"	"6"	"5"	""	"https://perfectketo.com/ketosis-kidney/"	""	"https://perfectketo.com/is-keto-bad-for-your-kidneys/"	"2023-02-13 03:46:50"	"2023-04-09 08:40:41"
"is erythritol keto"	"Featured snippet, Thumbnail, People also ask, Knowledge panel, Video preview, Image pack"	"450"	"35"	""	"26"	"26"	"0"	"0"	"4"	"4"	""	""	"https://perfectketo.com/erythritol-keto-sweetener/"	""	"https://perfectketo.com/erythritol-keto-sweetener/"	"2023-02-25 23:35:54"	"2023-04-22 14:35:52"
"keto for pescatarians"	"People also ask, Image pack, Video preview"	"70"	"10"	""	"10"	"26"	"16"	"0"	"2"	"1"	"1"	""	"https://perfectketo.com/pescatarian-keto-diet/"	""	"https://perfectketo.com/pescatarian-keto-diet/"	"2023-02-05 18:12:08"	"2023-04-24 00:44:35"
"free keto meal plan pdf"	"Sitelinks, People also ask, Video preview"	"450"	"26"	""	"11"	"26"	"15"	"0"	"10"	"6"	"4"	""	"https://www.perfectketo.com/wp-content/uploads/2018/03/01_7-Day-Keto-Meal-Plan-Under-1600-Daily-Calories.pdf"	""	"https://www.perfectketo.com/wp-content/uploads/2018/03/01_7-Day-Keto-Meal-Plan-Under-1600-Daily-Calories.pdf"	"2023-02-26 10:42:22"	"2023-04-21 20:13:30"
"keto cornstarch"	"Sitelinks, Image pack, Top stories, Thumbnail"	"90"	"10"	""	"26"	"26"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/low-carb-cornstarch-substitute/"	""	"https://perfectketo.com/low-carb-cornstarch-substitute/"	"2023-02-17 01:54:05"	"2023-04-11 22:23:54"
"keto without gallbladder"	"People also ask, Sitelinks, Video preview, Image pack"	"350"	"9"	"0.00"	"32"	"26"	"-6"	"0"	"4"	"5"	"-1"	""	"https://perfectketo.com/keto-without-gallbladder/"	""	"https://perfectketo.com/keto-without-gallbladder/"	"2023-02-11 12:28:04"	"2023-05-01 12:24:39"
"keto chicken broth"	"Top stories, Thumbnail, People also ask, Sitelinks"	"80"	"14"	""	"4"	"26"	"22"	"0"	"8"	"1"	"7"	""	"https://perfectketo.com/keto-chicken-bone-broth/"	"Top stories"	"https://perfectketo.com/keto-chicken-bone-broth/"	"2023-02-09 03:50:46"	"2023-04-30 12:22:34"
"keto fats"	"People also ask, Image pack, Sitelinks, Top stories, Thumbnail"	"1600"	"35"	"0.66"	"32"	"26"	"-6"	"0"	"10"	"11"	"-1"	""	"https://perfectketo.com/bad-keto-fats/"	""	"https://perfectketo.com/bad-keto-fats/"	"2023-02-24 03:44:41"	"2023-05-01 17:15:35"
"keto cereals"	"People also ask, Shopping results, Thumbnail, Top stories"	"350"	"26"	""	"26"	"26"	"0"	"0"	"3"	"3"	""	""	"https://perfectketo.com/best-keto-cereal/"	""	"https://perfectketo.com/best-keto-cereal/"	"2023-02-23 22:21:04"	"2023-04-28 16:56:29"
"stevia keto"	"Featured snippet, Thumbnail, People also ask, Videos, Sitelinks, Shopping results, Top stories, Video preview"	"800"	"46"	"0.91"	"26"	"26"	"0"	"0"	"4"	"4"	""	""	"https://perfectketo.com/is-stevia-keto/"	""	"https://perfectketo.com/is-stevia-keto/"	"2023-02-25 07:58:34"	"2023-04-30 18:12:28"
"keto on a budget"	"People also ask, Sitelinks"	"900"	"33"	"0.32"	"26"	"26"	"0"	"0"	"6"	"6"	""	""	"https://perfectketo.com/keto-on-a-budget/"	""	"https://perfectketo.com/keto-on-a-budget/"	"2023-03-01 05:38:44"	"2023-04-27 16:06:19"
"popcorn keto friendly"	"People also ask, Top stories, Thumbnail, Videos, Image pack"	"1000"	"20"	""	"8"	"26"	"17"	"0"	"10"	"5"	"5"	""	"https://perfectketo.com/is-popcorn-keto-friendly/"	""	"https://perfectketo.com/is-popcorn-keto-friendly/"	"2023-02-23 23:53:27"	"2023-04-29 17:03:16"
"low carb breakfast bars"	"People also ask, Top stories, Thumbnail, Shopping results, Sitelinks, Video preview"	"450"	"33"	"2.32"	"13"	"26"	"13"	"0"	"9"	"5"	"4"	""	"https://perfectketo.com/best-keto-breakfast-bars/"	""	"https://perfectketo.com/best-keto-breakfast-bars/"	"2023-02-28 13:40:52"	"2023-04-25 16:38:47"
"is granola keto"	"Featured snippet, Thumbnail, People also ask, Top stories, Video preview"	"450"	"20"	""	"20"	"26"	"5"	"0"	"4"	"3"	"1"	""	"https://perfectketo.com/granola-keto/"	""	"https://perfectketo.com/granola-keto/"	"2023-02-26 07:41:18"	"2023-04-22 20:55:47"
